id_amat;id_via;anagrafica;gerarchia;rete;tipologia;sede;marcia;norma;lunghezza;LONG_X_4326_CENTROID;LAT_Y_4326_CENTROID;Location
"13007";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"29";9.20732767049715;45.4768366999351;"(45.4768366999351, 9.20732767049715)"
"13008";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"10";9.20825056639637;45.4775403265977;"(45.4775403265977, 9.20825056639637)"
"13009";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"167";9.20889860709769;45.4784097994261;"(45.4784097994261, 9.20889860709769)"
"13010";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"6";9.20963927941109;45.4789111616763;"(45.4789111616763, 9.20963927941109)"
"13011";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"137";9.21013732578206;45.4796412645183;"(45.4796412645183, 9.21013732578206)"
"13012";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"8";9.21076831502814;45.4800396702147;"(45.4800396702147, 9.21076831502814)"
"13013";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"157";9.21142758682326;45.4809349352083;"(45.4809349352083, 9.21142758682326)"
"13014";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"81";9.21241932762661;45.4819572650648;"(45.4819572650648, 9.21241932762661)"
"13015";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"7";9.21209624046426;45.4814268288197;"(45.4814268288197, 9.21209624046426)"
"13016";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"23";9.21293588023725;45.4824652015233;"(45.4824652015233, 9.21293588023725)"
"13017";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"6";9.21282812097927;45.48216566514;"(45.48216566514, 9.21282812097927)"
"13018";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"11";9.21380324178447;45.4831249025033;"(45.4831249025033, 9.21380324178447)"
"13019";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"30";9.21405108970125;45.4836138917739;"(45.4836138917739, 9.21405108970125)"
"13020";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"9";9.21510989203977;45.4844377977678;"(45.4844377977678, 9.21510989203977)"
"13021";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"33";9.21529126575069;45.4848612624986;"(45.4848612624986, 9.21529126575069)"
"13022";"2129";CORSO BUENOS AIRES;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"7";9.21635306389378;45.4856964019967;"(45.4856964019967, 9.21635306389378)"
"13023";"3334";VIA CESARE LOMBROSO;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"400";9.22697479689195;45.4562424194912;"(45.4562424194912, 9.22697479689195)"
"13024";"3334";VIA CESARE LOMBROSO;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"139";9.22780166414003;45.4561297427366;"(45.4561297427366, 9.22780166414003)"
"13025";"3334";VIA CESARE LOMBROSO;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"9";9.22959007087499;45.4562599840673;"(45.4562599840673, 9.22959007087499)"
"13026";"3334";VIA CESARE LOMBROSO;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"174";9.2307587226842;45.4562665007446;"(45.4562665007446, 9.2307587226842)"
"13027";"3334";VIA CESARE LOMBROSO;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"36";9.23151782868425;45.4561553400777;"(45.4561553400777, 9.23151782868425)"
"13028";"3334";VIA CESARE LOMBROSO;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"57";9.23271811077567;45.4562853170534;"(45.4562853170534, 9.23271811077567)"
"13029";"3326";VIA ATTILIO REGOLO;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"62";9.23877498000909;45.4567227515195;"(45.4567227515195, 9.23877498000909)"
"13030";"3326";VIA ATTILIO REGOLO;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"6";9.2391567495154;45.4568703644642;"(45.4568703644642, 9.2391567495154)"
"13031";"351";VIA SAN DAMIANO;;ciclabile;ciclabile segnaletica;corsia tpl;monodirezionale - concorde;ordinanza lavori stradali;"8";9.20044781477279;45.4670559485269;"(45.4670559485269, 9.20044781477279)"
"13032";"351";VIA SAN DAMIANO;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"13";9.19938390986761;45.4687609486479;"(45.4687609486479, 9.19938390986761)"
"13033";"236";VIA SENATO;;ciclabile;ciclabile segnaletica;corsia tpl;monodirezionale - concorde;ordinanza lavori stradali;"9";9.19911896159483;45.4688249092083;"(45.4688249092083, 9.19911896159483)"
"13034";"236";VIA SENATO;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"8";9.19834321561829;45.4697202845596;"(45.4697202845596, 9.19834321561829)"
"13035";"236";VIA SENATO;;ciclabile;ciclabile segnaletica;corsia tpl;monodirezionale - concorde;ordinanza lavori stradali;"11";9.19807672592862;45.4698050746833;"(45.4698050746833, 9.19807672592862)"
"13036";"236";VIA SENATO;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"8";9.19534960710826;45.472190689655;"(45.472190689655, 9.19534960710826)"
"13037";"361";VIA UMBERTO VISCONTI DI MODRONE;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"9";9.20060932241932;45.4669164605368;"(45.4669164605368, 9.20060932241932)"
"13038";"361";VIA UMBERTO VISCONTI DI MODRONE;;ciclabile;ciclabile segnaletica;corsia tpl;monodirezionale - concorde;ordinanza lavori stradali;"115";9.20043747306113;45.4664176871331;"(45.4664176871331, 9.20043747306113)"
"13039";"361";VIA UMBERTO VISCONTI DI MODRONE;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"13";9.20051482909818;45.4657008791334;"(45.4657008791334, 9.20051482909818)"
"13040";"361";VIA UMBERTO VISCONTI DI MODRONE;;ciclabile;ciclabile segnaletica;corsia tpl;monodirezionale - concorde;ordinanza lavori stradali;"283";9.19967743600341;45.4644217939097;"(45.4644217939097, 9.19967743600341)"
"13041";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"24";9.15168804710724;45.4733030589281;"(45.4733030589281, 9.15168804710724)"
"13042";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"7";9.15054106072466;45.4741765369641;"(45.4741765369641, 9.15054106072466)"
"13043";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"6";9.15084457625439;45.4739475138107;"(45.4739475138107, 9.15084457625439)"
"13044";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"5";9.15084624394272;45.4739189267351;"(45.4739189267351, 9.15084624394272)"
"13045";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"7";9.15156681781976;45.473109648084;"(45.473109648084, 9.15156681781976)"
"13046";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"84";9.15128194549384;45.4737113052564;"(45.4737113052564, 9.15128194549384)"
"13047";"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"6";9.15165995748751;45.4734364013568;"(45.4734364013568, 9.15165995748751)"
"13048";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"2";9.15172706942521;45.4732228994666;"(45.4732228994666, 9.15172706942521)"
"13049";"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"11";9.15166649597786;45.4731841109641;"(45.4731841109641, 9.15166649597786)"
"13050";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"3";9.15035986302733;45.4740735108227;"(45.4740735108227, 9.15035986302733)"
"13051";"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"8";9.1503981082058;45.4740213034685;"(45.4740213034685, 9.1503981082058)"
"13052";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"6";9.15351880555051;45.4719059472571;"(45.4719059472571, 9.15351880555051)"
"13053";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"5";9.15334782379587;45.4717950527597;"(45.4717950527597, 9.15334782379587)"
"13054";"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"12";9.1524914114565;45.4725590234971;"(45.4725590234971, 9.1524914114565)"
"13055";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"5";9.15257261547313;45.4726106104639;"(45.4726106104639, 9.15257261547313)"
"13056";"6388";VIA MONTE ROSA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"12";9.15362253002295;45.4716946416405;"(45.4716946416405, 9.15362253002295)"
"13057";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"5";9.15354551753715;45.4716419190784;"(45.4716419190784, 9.15354551753715)"
"13058";"6248";VIA GIOTTO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"17";9.15587709236425;45.4700893535301;"(45.4700893535301, 9.15587709236425)"
"13059";"6248";VIA GIOTTO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"15";9.15597103997499;45.4698190822393;"(45.4698190822393, 9.15597103997499)"
"13060";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"131";9.15427889635506;45.471356306045;"(45.471356306045, 9.15427889635506)"
"13061";"6380";VIA TIZIANO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - discorde;corsia ciclabile;"11";9.15608289717717;45.4708845291125;"(45.4708845291125, 9.15608289717717)"
"13062";"6611";VIA CATERINA DA FORLI';;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"13";9.14588336000367;45.4595274700717;"(45.4595274700717, 9.14588336000367)"
"13063";"6611";VIA CATERINA DA FORLI';;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"138";9.14703415266191;45.4599240274494;"(45.4599240274494, 9.14703415266191)"
"13064";"6130";PIAZZALE TRIPOLI;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"6";9.14949864698944;45.4599370822712;"(45.4599370822712, 9.14949864698944)"
"13065";"6265";VIA SARDEGNA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"38";9.14994538373668;45.4608175196967;"(45.4608175196967, 9.14994538373668)"
"13066";"6265";VIA SARDEGNA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"4";9.15022041437826;45.4605428004468;"(45.4605428004468, 9.15022041437826)"
"13067";"6265";VIA SARDEGNA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"4";9.15009530358093;45.4607231399167;"(45.4607231399167, 9.15009530358093)"
"13068";"5481";VIA GIOVANNI PALATUCCI;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;ordinanza lavori stradali;"93";9.16873078108277;45.4355567590923;"(45.4355567590923, 9.16873078108277)"
"13069";"5481";VIA GIOVANNI PALATUCCI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;ordinanza lavori stradali;"16";9.16825913133088;45.4358102428323;"(45.4358102428323, 9.16825913133088)"
"13070";"5481";VIA GIOVANNI PALATUCCI;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;ordinanza lavori stradali;"44";9.16807842961932;45.4360002440934;"(45.4360002440934, 9.16807842961932)"
"13071";"5481";VIA GIOVANNI PALATUCCI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;ordinanza lavori stradali;"24";9.16936431155163;45.4352913368504;"(45.4352913368504, 9.16936431155163)"
"13072";"5481";VIA GIOVANNI PALATUCCI;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;ordinanza lavori stradali;"47";9.16941019690532;45.43506343291;"(45.43506343291, 9.16941019690532)"
"13073";"5135";VIA ENRICO STENDHAL;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"15";9.1597522458169;45.4528241744933;"(45.4528241744933, 9.1597522458169)"
"13074";"5135";VIA ENRICO STENDHAL;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"12";9.15964938396035;45.4527707973419;"(45.4527707973419, 9.15964938396035)"
"13075";"5135";VIA ENRICO STENDHAL;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"133";9.15924923683487;45.4533512939142;"(45.4533512939142, 9.15924923683487)"
"13076";"5135";VIA ENRICO STENDHAL;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"18";9.1588745806554;45.4539731799014;"(45.4539731799014, 9.1588745806554)"
"13077";"5135";VIA ENRICO STENDHAL;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"171";9.15837152295552;45.4547480407547;"(45.4547480407547, 9.15837152295552)"
"13078";"5377";VIA PIETRO GIORDANI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"12";9.12379753054229;45.4428107145159;"(45.4428107145159, 9.12379753054229)"
"13079";"5377";VIA PIETRO GIORDANI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile con lanterna bici;"26";9.12388188855195;45.4426562175536;"(45.4426562175536, 9.12388188855195)"
"13080";"5377";VIA PIETRO GIORDANI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"25";9.12199755384899;45.4454014702754;"(45.4454014702754, 9.12199755384899)"
"13081";"5377";VIA PIETRO GIORDANI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"10";9.12209997064042;45.4452580378262;"(45.4452580378262, 9.12209997064042)"
"13082";"6707";VIA BISCEGLIE;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"4";9.1208072514224;45.4473234032493;"(45.4473234032493, 9.1208072514224)"
"13083";"6857";VIA GIOVANNI BENSI;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;non regolamentato;"14";9.1161219814771;45.4457205814055;"(45.4457205814055, 9.1161219814771)"
"13084";"6857";VIA GIOVANNI BENSI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;non regolamentato;"8";9.1159954614542;45.4456808299178;"(45.4456808299178, 9.1159954614542)"
"13085";"6707";VIA BISCEGLIE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"7";9.11539562533092;45.4538706167268;"(45.4538706167268, 9.11539562533092)"
"13086";"4290";VIA SAN DIONIGI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"51";9.22626049333356;45.4298225405545;"(45.4298225405545, 9.22626049333356)"
"13087";"4290";VIA SAN DIONIGI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"10";9.22631448056758;45.4300445475119;"(45.4300445475119, 9.22631448056758)"
"13088";"4290";VIA SAN DIONIGI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"11";9.22629254855529;45.4295768597803;"(45.4295768597803, 9.22629254855529)"
"13089";"4290";VIA SAN DIONIGI;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"7";9.226365131482;45.429516110827;"(45.429516110827, 9.226365131482)"
"13090";"4068";CORSO LODI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;non regolamentato;"9";9.20921628614473;45.4477757866603;"(45.4477757866603, 9.20921628614473)"
"13091";"4068";CORSO LODI;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;non regolamentato;"36";9.20945037521371;45.447683942796;"(45.447683942796, 9.20945037521371)"
"13092";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"4";9.24195722740224;45.4393129032581;"(45.4393129032581, 9.24195722740224)"
"13093";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"9";9.24205907254244;45.4394076456868;"(45.4394076456868, 9.24205907254244)"
"13094";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"4";9.24200725517793;45.4393796201948;"(45.4393796201948, 9.24200725517793)"
"13095";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"5";9.24198814476632;45.4393429232472;"(45.4393429232472, 9.24198814476632)"
"13096";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"3";9.24201086950234;45.4394093228707;"(45.4394093228707, 9.24201086950234)"
"13097";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;ordinanza lavori stradali;"7";9.24164251171793;45.4396571150088;"(45.4396571150088, 9.24164251171793)"
"13098";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;ordinanza lavori stradali;"292";9.24038418155032;45.44052057715;"(45.44052057715, 9.24038418155032)"
"13099";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;ordinanza lavori stradali;"13";9.24034622626672;45.4402393434334;"(45.4402393434334, 9.24034622626672)"
"13100";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;ordinanza lavori stradali;"6";9.24037856304803;45.4403186853927;"(45.4403186853927, 9.24037856304803)"
"13101";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"10";9.23990859618662;45.4400567517868;"(45.4400567517868, 9.23990859618662)"
"13102";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"10";9.2397915163171;45.4400624484455;"(45.4400624484455, 9.2397915163171)"
"13103";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;ordinanza lavori stradali;"13";9.2391153937554;45.4428352245499;"(45.4428352245499, 9.2391153937554)"
"13104";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"11";9.23908960159956;45.4429089628647;"(45.4429089628647, 9.23908960159956)"
"13105";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;ordinanza lavori stradali;"17";9.23924493227693;45.4428124273311;"(45.4428124273311, 9.23924493227693)"
"13106";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;ordinanza lavori stradali;"31";9.24016884852487;45.4401036358539;"(45.4401036358539, 9.24016884852487)"
"13107";"3377";VIA GIACOMO MEDICI DEL VASCELLO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;ordinanza lavori stradali;"36";9.24182921609123;45.4395111644555;"(45.4395111644555, 9.24182921609123)"
"13108";"3221";PIAZZA INSUBRIA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;non regolamentato;"10";9.22151112576492;45.4524258942035;"(45.4524258942035, 9.22151112576492)"
"13109";"3220";VIA LAURA CICERI VISCONTI;;ciclabile;ciclabile sede propria;parco o area verde;monodirezionale - concorde;corsia ciclabile;"6";9.2202885575399;45.453547501231;"(45.453547501231, 9.2202885575399)"
"13110";"3220";VIA LAURA CICERI VISCONTI;;ciclabile;ciclabile sede propria;parco o area verde;monodirezionale - concorde;corsia ciclabile;"6";9.22098192141445;45.4535474050674;"(45.4535474050674, 9.22098192141445)"
"13111";"3219";PIAZZALE FERDINANDO MARTINI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;non regolamentato;"5";9.2216126356898;45.4574721531137;"(45.4574721531137, 9.2216126356898)"
"13112";"3315";VIA FERDINANDO MARESCALCHI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"9";9.23496059701733;45.4689999341911;"(45.4689999341911, 9.23496059701733)"
"13113";"3315";VIA FERDINANDO MARESCALCHI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"15";9.23509966841398;45.4690500990038;"(45.4690500990038, 9.23509966841398)"
"13115";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"11";9.22003956242713;45.4706229208813;"(45.4706229208813, 9.22003956242713)"
"13116";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"11";9.21887148580013;45.4708500683859;"(45.4708500683859, 9.21887148580013)"
"13117";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"14";9.21887335210867;45.4709611956881;"(45.4709611956881, 9.21887335210867)"
"13118";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"6";9.21891062779696;45.4710430190718;"(45.4710430190718, 9.21891062779696)"
"13119";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"12";9.21897460084608;45.4711088406079;"(45.4711088406079, 9.21897460084608)"
"13120";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"9";9.21905685642299;45.4711799302052;"(45.4711799302052, 9.21905685642299)"
"13121";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"8";9.21952436353111;45.4713017320776;"(45.4713017320776, 9.21952436353111)"
"13122";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"32";9.21977364349336;45.4712789013427;"(45.4712789013427, 9.21977364349336)"
"13123";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"8";9.21999912161784;45.4711994824676;"(45.4711994824676, 9.21999912161784)"
"13124";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"35";9.22013749425051;45.4710473558749;"(45.4710473558749, 9.22013749425051)"
"13125";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"7";9.22018785074098;45.4708610855893;"(45.4708610855893, 9.22018785074098)"
"13126";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"13";9.22016252177231;45.4707696163206;"(45.4707696163206, 9.22016252177231)"
"13127";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"7";9.22011004242842;45.4706870378837;"(45.4706870378837, 9.22011004242842)"
"13128";"3110";PIAZZA ERMETE NOVELLI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"10";9.21914660866714;45.4712359451694;"(45.4712359451694, 9.21914660866714)"
"13129";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"4";9.21015720100619;45.467810580277;"(45.467810580277, 9.21015720100619)"
"13130";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"6";9.21026254332263;45.468171124729;"(45.468171124729, 9.21026254332263)"
"13131";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"3";9.21024064367272;45.4681414873339;"(45.4681414873339, 9.21024064367272)"
"13132";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"11";9.21015063534052;45.4681047878736;"(45.4681047878736, 9.21015063534052)"
"13133";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"5";9.21014771718666;45.4680329358795;"(45.4680329358795, 9.21014771718666)"
"13134";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"4";9.21015485323143;45.467993840009;"(45.467993840009, 9.21015485323143)"
"13135";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"5";9.2101749061044;45.4679598436176;"(45.4679598436176, 9.2101749061044)"
"13136";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"9";9.21020347864316;45.4679045960318;"(45.4679045960318, 9.21020347864316)"
